,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
31,EV ENERGY PARTNERS LP,COM UNITS,26926V107,81,41663,SH,,SOLE,,41663,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
32,EXTENDED STAY AMER INC,COM,30224P200,694718,42620730,SH,,SOLE,,42620730,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
33,FIDELITY NATL INFORMATION SV,COM,31620M106,173408,2739029,SH,,OTR,3,0,2739029,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
34,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,4560,166064,SH,,OTR,2,0,166064,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
35,HCA HOLDINGS INC,COM,40412C101,30265,387759,SH,,OTR,2,0,387759,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
36,HILTON WORLDWIDE HLDGS INC,COM,43300A104,10196861,452791323,SH,,SOLE,,452791323,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
37,HOME DEPOT INC,COM,437076102,31379,235170,SH,,OTR,2,0,235170,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
38,HUDSON PAC PPTYS INC,COM,444097109,249473,8626311,SH,,SOLE,,8626311,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
39,INTELSAT S A,COM,L5140P101,2801,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
40,ISHARES TR,IBOXX HI YD ETF,464288513,310,3795,SH,,OTR,1,0,3795,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
41,ISHARES TR,IBOXX HI YD ETF,464288513,40845,500000,SH,Call,OTR,1,0,500000,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
42,ITRON INC,COM,465741106,31718,760259,SH,,SOLE,,760259,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
43,JONES ENERGY INC,COM CL A,48019R108,4550,1366235,SH,,OTR,1,0,1366235,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
44,KOSMOS ENERGY LTD,SHS,G5315B107,561936,96552512,SH,,OTR,3,0,96552512,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
45,LA QUINTA HLDGS INC,COM,50420D108,439663,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
46,MASONITE INTL CORP NEW,COM,575385109,24181,369182,SH,,OTR,2,0,369182,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
47,MICHAELS COS INC,COM,59408Q106,1563342,55893531,SH,,OTR,3,0,55893531,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
48,MICROSOFT CORP,COM,594918104,45204,818481,SH,,OTR,2,0,818481,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
49,NORTHERN OIL & GAS INC NEV,COM,665531109,8835,2214293,SH,,OTR,1,0,2214293,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
50,NXP SEMICONDUCTORS N V,SHS,G3727Q101,2697607,33275028,SH,,OTR,3,0,33275028,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
51,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,20498,2411556,SH,,OTR,3,0,2411556,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
52,PARAMOUNT GROUP INC,COM,69924R108,47871,3001296,SH,,SOLE,,3001296,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
53,PERFORMANCE FOOD GROUP CO,COM,71377A103,1401959,60041050,SH,,OTR,3,0,60041050,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
54,PRETIUM RES INC,COM,74139C102,20587,3848004,SH,,SOLE,,3848004,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
55,PULTE GROUP INC,COM,745867101,36853,1969722,SH,,OTR,2,0,1969722,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
56,SEAWORLD ENTMT INC,COM,81282V100,410713,19502063,SH,,OTR,3,0,19502063,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
57,SIX FLAGS ENTMT CORP NEW,COM,83001A102,42740,770225,SH,,OTR,2,0,770225,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
58,SPDR SERIES TRUST,S&P REGL BKG,78464A698,90336,2400000,SH,Put,SOLE,,2400000,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
59,TERRAFORM GLOBAL INC,CL A,88104M101,8815,3703703,SH,,SOLE,,3703703,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
60,TRIPADVISOR INC,COM,896945201,76976,1157534,SH,,OTR,2,0,1157534,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
61,UNION PAC CORP,COM,907818108,44005,553176,SH,,OTR,2,0,553176,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
62,UNITED RENTALS INC,COM,911363109,46302,744517,SH,,OTR,2,0,744517,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
63,UNIVAR INC,COM,91336L107,7153,416383,SH,,OTR,1,0,416383,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
64,VALEANT PHARMACEUTICALS INTL,COM,91911K102,40502,1540000,SH,Call,SOLE,,1540000,0,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
65,VISA INC,COM CL A,92826C839,22543,294751,SH,,OTR,2,0,294751,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
66,VIVINT SOLAR INC,COM,92854Q106,218252,82359374,SH,,OTR,3,0,82359374,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
67,WHITING PETE CORP NEW,COM,966387102,19054,2387688,SH,,OTR,2,0,2387688,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
68,WHITING PETE CORP NEW,NOTE 5.000% 3/1,966387AR3,27783,32928000,PRN,,OTR,1,0,32928000,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
69,WMIH CORP,COM,92936P100,161,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2016-03-31,Form 13F-HR
