,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
15,CARA THERAPEUTICS INC,COM,140755109,244,24254,SH,,SOLE,,24254,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
16,CATALENT INC,COM,148806102,1263246,40553630,SH,,SOLE,,40553630,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
17,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,68102,2273087,SH,,OTR,1,0,2273087,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
18,CHENIERE ENERGY PTNRS LP HLD,COM REP LLC IN,16411W108,66284,2765305,SH,,OTR,1,0,2765305,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
19,EASTMAN KODAK CO,COM NEW,277461406,157932,8316573,SH,,OTR,1,0,8316573,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
20,ECLIPSE RES CORP,COM,27890G100,19164,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
21,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,41861,2555599,SH,,SOLE,,2555599,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
22,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,48810,1500000,SH,,OTR,1,0,1500000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
23,EV ENERGY PARTNERS LP,COM UNITS,26926V107,555,41663,SH,,SOLE,,41663,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
24,EVERBANK FINL CORP,COM,29977G102,2631,145933,SH,,SOLE,,145933,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
25,EXTENDED STAY AMER INC,COM,30224P200,930033,47620730,SH,,SOLE,,47620730,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
26,FREESCALE SEMICONDUCTOR LTD,SHS,G3727Q101,7994540,196136895,SH,,OTR,,0,196136895,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
27,HCA HOLDINGS INC,COM,40412C101,9930,132000,SH,,SOLE,,132000,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
28,HILTON WORLDWIDE HLDGS INC,COM,43300A104,16124978,544394932,SH,,SOLE,,544394932,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
29,HOME DEPOT INC,COM,437076102,13247,116600,SH,,SOLE,,116600,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
30,INTELSAT S A,COM,L5140P101,13337,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
31,JONES ENERGY INC,COM CL A,48019R108,21381,2380953,SH,,OTR,1,0,2380953,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
32,KOSMOS ENERGY LTD,SHS,G5315B107,763730,96552512,SH,,SOLE,,96552512,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
33,LA QUINTA HLDGS INC,COM,50420D108,906602,38285576,SH,,SOLE,,38285576,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
34,LAREDO PETROLEUM INC,COM,516806106,104,8000,SH,,SOLE,,8000,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
35,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,9573,186000,SH,,SOLE,,186000,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
36,MASONITE INTL CORP NEW,COM,575385109,13553,201500,SH,,SOLE,,201500,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
37,MICHAELS COS INC,COM,59408Q106,1903206,70332830,SH,,SOLE,,70332830,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
38,NIELSEN HOLDINGS N V,COM,N63218106,538668,12085883,SH,,SOLE,,12085883,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
39,NORTHERN OIL & GAS INC NEV,COM,665531109,9843,1276700,SH,,OTR,1,0,1276700,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
40,ORBITZ WORLDWIDE INC,COM,68557K109,39341,3374052,SH,,SOLE,,3374052,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
41,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,14083,2411556,SH,,SOLE,,2411556,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
42,PINNACLE ENTMT INC,COM,723456109,77662,2151894,SH,,OTR,1,0,2151894,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
43,PINNACLE ENTMT INC,COM,723456109,86616,2400000,SH,Call,OTR,1,0,2400000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
44,PINNACLE FOODS INC,COM,72348P104,204050,5000000,SH,,SOLE,,5000000,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
45,PROSHARES TR,PSHS ULTSH 20YRS,74347b201,41870,1000000,SH,Call,OTR,1,0,1000000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
46,PROSHARES TR,PSHS ULTSH 20YRS,74347b201,20935,500000,SH,Put,OTR,1,0,500000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
47,PULTE GROUP INC,COM,745867101,8003,360000,SH,,SOLE,,360000,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
48,RENEWABLE ENERGY GROUP INC,COM NEW,75972A301,37,3987,SH,,SOLE,,3987,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
49,RETAILMENOT INC,COM SER 1,76132B106,38,2137,SH,,SOLE,,2137,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
50,SARATOGA RES INC TEX,COM,803521103,960,4800000,SH,,OTR,1,0,4800000,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
51,SEARS HLDGS CORP,COM,812350106,20240,489131,SH,,OTR,1,0,489131,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
52,SEAWORLD ENTMT INC,COM,81282V100,376000,19502063,SH,,SOLE,,19502063,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
53,SIX FLAGS ENTMT CORP NEW,COM,83001A102,13769,284425,SH,,SOLE,,284425,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
54,SPDR S&P 500 ETF TRUST,TR UNIT,78462F103,8255,39987,SH,,SOLE,,39987,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
55,SPDR SERIES TRUST,S&P REGL BKG,78464A698,76892,2829300,SH,Put,SOLE,,2829300,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
56,SYNCHRONOSS TECHNOLOGIES INC,COM,87157B103,16,337,SH,,SOLE,,337,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
57,TRAVELPORT WORLDWIDE LTD,SHS,G9019D104,208829,12504740,SH,,SOLE,,12504740,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
58,UNITED RENTALS INC,COM,911363109,10775,118200,SH,,SOLE,,118200,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
59,VIVINT SOLAR INC,COM,92854Q106,999843,82359374,SH,,SOLE,,82359374,0,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
60,YPF SOCIEDAD ANONIMA,SPON ADR CL D,984245100,5682,206980,SH,,OTR,1,0,206980,0,cik_number_0001393818,Blackstone Inc,2015-03-31,Form 13F-HR
