,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
13,BURLINGTON STORES INC,COM,122017106,19517,381200,SH,,SOLE,,381200,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
14,CADENCE DESIGN SYSTEM INC,COM,127387108,35386,1799885,SH,,SOLE,,1799885,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
15,CARA THERAPEUTICS INC,COM,140755109,295,24254,SH,,SOLE,,24254,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
16,CATALENT INC,COM,148806102,759244,25886244,SH,,SOLE,,25886244,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
17,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,70125,2273087,SH,,OTR,1,0,2273087,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
18,CHENIERE ENERGY PTNRS LP HLD,COM REP LLC IN,16411W108,72578,3098989,SH,,OTR,1,0,3098989,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
19,CONNS INC,COM,208242107,59506,1498882,SH,,OTR,1,0,1498882,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
20,DYNEGY INC NEW DEL,COM,26817R108,24447,835800,SH,,SOLE,,835800,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
21,EASTMAN KODAK CO,COM NEW,277461406,142599,8488044,SH,,OTR,1,0,8488044,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
22,ECLIPSE RES CORP,COM,27890G100,17937,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
23,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,36494,2555599,SH,,SOLE,,2555599,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
24,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,46635,1500000,SH,,OTR,1,0,1500000,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
25,ENVIVA PARTNERS LP,COM UNIT,29414J107,6710,370931,SH,,OTR,1,0,370931,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
26,EV ENERGY PARTNERS LP,COM UNITS,26926V107,476,41663,SH,,SOLE,,41663,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
27,EXTENDED STAY AMER INC,COM,30224P200,893841,47620730,SH,,SOLE,,47620730,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
28,FREESCALE SEMICONDUCTOR LTD,SHS,G3727Q101,7873293,196980050,SH,,OTR,,0,196980050,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
29,GENERAL MTRS CO,COM,37045V100,24818,744600,SH,,SOLE,,744600,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
30,HCA HOLDINGS INC,COM,40412C101,53133,585680,SH,,SOLE,,585680,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
31,HILTON WORLDWIDE HLDGS INC,COM,43300A104,12474401,452791323,SH,,SOLE,,452791323,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
32,HOME DEPOT INC,COM,437076102,38833,349440,SH,,SOLE,,349440,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
33,HUDSON PAC PPTYS INC,COM,444097109,244728,8626311,SH,,SOLE,,8626311,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
34,IMPAX LABORATORIES INC,COM,45256B101,10130,220600,SH,,SOLE,,220600,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
35,INTELSAT S A,COM,L5140P101,11025,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
36,ISHARES TR,RUSSELL 2000 ETF,464287655,4050,32438,SH,,SOLE,,32438,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
37,JONES ENERGY INC,COM CL A,48019R108,21548,2380953,SH,,OTR,1,0,2380953,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
38,KOSMOS ENERGY LTD,SHS,G5315B107,813938,96552512,SH,,SOLE,,96552512,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
39,LA QUINTA HLDGS INC,COM,50420D108,803705,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
40,LAREDO PETROLEUM INC,COM,516806106,101,8000,SH,,SOLE,,8000,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
41,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,12068,223200,SH,,SOLE,,223200,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
42,MASONITE INTL CORP NEW,COM,575385109,28486,406300,SH,,SOLE,,406300,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
43,MICHAELS COS INC,COM,59408Q106,1892656,70332830,SH,,SOLE,,70332830,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
44,MOHAWK INDS INC,COM,608190104,42741,223890,SH,,SOLE,,223890,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
45,NORTHERN OIL & GAS INC NEV,COM,665531109,9213,1360900,SH,,OTR,1,0,1360900,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
46,ORBITZ WORLDWIDE INC,COM,68557K109,38532,3374052,SH,,SOLE,,3374052,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
47,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,13891,2411556,SH,,SOLE,,2411556,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
48,PINNACLE ENTMT INC,COM,723456109,79533,2133385,SH,,OTR,1,0,2133385,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
49,PINNACLE ENTMT INC,COM,723456109,74560,2000000,SH,Call,OTR,1,0,2000000,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
50,PULTE GROUP INC,COM,745867101,38225,1897000,SH,,SOLE,,1897000,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
51,RENEWABLE ENERGY GROUP INC,COM NEW,75972A301,46,3987,SH,,SOLE,,3987,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
52,RETAILMENOT INC,COM SER 1,76132B106,38,2137,SH,,SOLE,,2137,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
53,SEARS HLDGS CORP,COM,812350106,60405,2262343,SH,,OTR,1,0,2262343,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
54,SEAWORLD ENTMT INC,COM,81282V100,359618,19502063,SH,,SOLE,,19502063,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
55,SIX FLAGS ENTMT CORP NEW,COM,83001A102,32511,724894,SH,,SOLE,,724894,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
56,SPDR SERIES TRUST,S&P REGL BKG,78464A698,138367,3133300,SH,Put,SOLE,,3133300,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
57,SYNCHRONOSS TECHNOLOGIES INC,COM,87157B103,15,337,SH,,SOLE,,337,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
58,TRAVELPORT WORLDWIDE LTD,SHS,G9019D104,172315,12504740,SH,,SOLE,,12504740,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
59,UNITED RENTALS INC,COM,911363109,21572,246200,SH,,SOLE,,246200,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
60,UNIVAR INC,COM,91336L107,10838,416383,SH,,OTR,1,0,416383,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
61,VISA INC,COM CL A,92826C839,47609,709000,SH,,SOLE,,709000,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
62,VIVINT SOLAR INC,COM,92854Q106,1002314,82359374,SH,,SOLE,,82359374,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
63,WESTLAKE CHEM CORP,COM,960413102,258,3761,SH,,SOLE,,3761,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
64,YODLEE INC,COM,98600P201,481,33333,SH,,SOLE,,33333,0,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
65,YPF SOCIEDAD ANONIMA,SPON ADR CL D,984245100,2660,96980,SH,,OTR,1,0,96980,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
66,ZIMMER BIOMET HLDGS INC,COM,98956P102,3289850,30118560,SH,,OTR,,0,30118560,0,cik_number_0001393818,Blackstone Inc,2015-06-30,Form 13F-HR
