,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
19,EASTMAN KODAK CO,COM NEW,277461406,22632,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
20,ECLIPSE RES CORP,COM,27890G100,3581,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
21,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,31746,3103257,SH,,SOLE,,3103257,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
22,ENTASIS THERAPEUTICS HLDGS I,COM,293614103,6607,1623405,SH,,OTR,3,0,1623405,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
23,ENVIVA PARTNERS LP,COM UNIT,29414J107,4553,164057,SH,,OTR,1,0,164057,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
24,ESSA PHARMA INC,COM NEW,29668H708,3504,1668560,SH,,OTR,3,0,1668560,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
25,EVO PMTS INC,CL A COM,26927E104,7844,317972,SH,,OTR,4,0,317972,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
26,FGL HLDGS,ORD SHS,G3402M102,251940,37828894,SH,,SOLE,,37828894,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
27,FGL HLDGS,ORD SHS,G3402M102,40879,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
28,FORTY SEVEN INC,COM,34983P104,60002,3816951,SH,,OTR,3,0,3816951,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
29,FS KKR CAPITAL CORP,COM,302635107,502,96900,SH,,SOLE,,96900,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
30,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,2927331,221097482,SH,,OTR,2,0,221097482,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
31,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,303036,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
32,GRITSTONE ONCOLOGY INC,COM,39868T105,39667,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
33,HCP INC,COM,40414L109,2821,101000,SH,,OTR,4,0,101000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
34,HOVNANIAN ENTERPRISES INC,CL A,442487203,3403,4976444,SH,,OTR,1,0,4976444,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
35,INVITATION HOMES INC,COM,46187W107,4416503,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
36,KKR REAL ESTATE FIN TR INC,COM,48251K100,2293,119747,SH,,SOLE,,119747,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
37,KOSMOS ENERGY LTD,COM,500688106,202511,49756941,SH,,OTR,2,0,49756941,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
38,LEGACY RESERVES LP/ LEGACY F,NOTE 8.000% 9/2,52471TAF4,6001,20004000,PRN,,OTR,1,0,20004000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
39,LEGACY RESVS INC,COM,524706108,154,100020,SH,,OTR,1,0,100020,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
40,MICHAELS COS INC,COM,59408Q106,276128,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
41,NANOSTRING TECHNOLOGIES INC,COM,63009R109,59854,4036025,SH,,OTR,3,0,4036025,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
42,NANTHEALTH INC,COM,630104107,322,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
43,ONE MADISON CORP,UNIT 99/99/9999,G6772P118,41520,4000000,SH,,OTR,4,0,4000000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
44,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,17846,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
45,PLURALSIGHT INC,COM CL A,72941B106,8243,350000,SH,,OTR,4,0,350000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
46,RESTORATION ROBOTICS INC,COM,76133C103,1207,2773671,SH,,OTR,3,0,2773671,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
47,SANCHEZ ENERGY CORP,COM,79970Y105,528,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
48,SANDRIDGE ENERGY INC,COM NEW,80007P869,1316,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
49,SIENTRA INC,COM,82621J105,34708,2730765,SH,,OTR,3,0,2730765,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
50,SPDR S&P 500 ETF TR,TR UNIT,78462F103,285933,1144100,SH,Put,OTR,4,0,1144100,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
51,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,10468,234175,SH,,OTR,1,0,234175,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
52,STARS GROUP INC,COM,85570W100,403207,24407188,SH,,OTR,1,0,24407188,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
53,STONECO LTD,COM CL A,G85158106,2766,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
54,TARGA RES CORP,COM,87612G101,9304,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
55,TPG RE FIN TR INC,COM,87266M107,2582,141241,SH,,SOLE,,141241,0,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
56,UDR INC,COM,902653104,3962,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
57,VBI VACCINES INC,COM NEW,91822J103,4306,2691042,SH,,OTR,3,0,2691042,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
58,VIVINT SOLAR INC,COM,92854Q106,283309,74359374,SH,,OTR,2,0,74359374,0,cik_number_0001393818,Blackstone Inc,2018-12-31,Form 13F-HR
