,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
23,BRIXMOR PPTY GROUP INC,COM,11120U105,2352148,88894497,SH,,SOLE,,88894497,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
24,BROOKDALE SR LIVING INC,COM,112463104,8504,550793,SH,,OTR,2,0,550793,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
25,CATALENT INC,COM,148806102,393145,17100705,SH,,OTR,3,0,17100705,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
26,CHARTER COMMUNICATIONS INC,CL A,16119P108,28531,124785,SH,,OTR,2,0,124785,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
27,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,23591,786907,SH,,SOLE,3,0,786907,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
28,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,82026,2736009,SH,,OTR,1,0,2736009,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
29,CHENIERE ENERGY PTNRS LP HLD,COM REP LLC IN,16411W108,41242,2069348,SH,,OTR,1,0,2069348,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
30,CHUBB LIMITED,COM,H1467J104,25866,197891,SH,,OTR,2,0,197891,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
31,CIENA CORP,COM NEW,171779309,12987,692657,SH,,OTR,2,0,692657,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
32,CLEAN HARBORS INC,COM,184496107,4198,80555,SH,,OTR,2,0,80555,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
33,CLEAR CHANNEL OUTDOOR HLDGS,CL A,18451C109,14275,2295055,SH,,OTR,1,0,2295055,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
34,COLONY CAP INC,CL A,19624R106,4998,325610,SH,,OTR,2,0,325610,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
35,CVR PARTNERS LP,COM,126633106,138890,17000000,SH,,OTR,1,0,17000000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
36,DDR CORP,COM,23317H102,10891,600376,SH,,OTR,2,0,600376,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
37,DOLLAR GEN CORP,COM,256677105,75672,805021,SH,,OTR,2,0,805021,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
38,EAGLE MATERIALS INC,COM,26969P108,33697,436767,SH,,OTR,2,0,436767,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
39,EASTMAN KODAK CO,COM NEW,277461406,142713,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
40,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,462,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
41,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,398,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
42,ECLIPSE RES CORP,COM,27890G100,11389,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
43,ECOLAB INC,COM,278865100,19163,161579,SH,,OTR,2,0,161579,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
44,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,35128,2689702,SH,,SOLE,,2689702,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
45,ENDO INTL PLC,SHS,G30401106,10673,684600,SH,,OTR,2,0,684600,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
46,ENVISION HEALTHCARE HLDGS IN,COM,29413U103,2952,116344,SH,,OTR,2,0,116344,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
47,ENVIVA PARTNERS LP,COM UNIT,29414J107,14712,646395,SH,,OTR,1,0,646395,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
48,EQUITY RESIDENTIAL,SH BEN INT,29476L107,28467,413280,SH,,OTR,2,0,413280,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
49,EV ENERGY PARTNERS LP,COM UNITS,26926V107,95,41663,SH,,SOLE,,41663,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
50,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,637180,42620730,SH,,SOLE,,42620730,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
51,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,11335,302264,SH,,OTR,2,0,302264,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
52,GENERAL GROWTH PPTYS INC NEW,COM,370023103,18121,607675,SH,,OTR,2,0,607675,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
53,GOGO INC,COM,38046C109,420,50000,SH,,OTR,1,0,50000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
54,GRACE W R & CO DEL NEW,COM,38388F108,9774,133504,SH,,OTR,2,0,133504,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
55,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,9210,353679,SH,,OTR,2,0,353679,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
56,HILTON WORLDWIDE HLDGS INC,COM,43300A104,10201389,452791323,SH,,SOLE,,452791323,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
57,HOME DEPOT INC,COM,437076102,52981,414922,SH,,OTR,2,0,414922,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
58,HUDSON PAC PPTYS INC,COM,444097109,251716,8626311,SH,,SOLE,,8626311,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
59,IMS HEALTH HLDGS INC,COM,44970B109,8179,322513,SH,,OTR,2,0,322513,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
60,INFINERA CORPORATION,COM,45667G103,4768,422711,SH,,OTR,2,0,422711,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
61,INTELSAT S A,COM,L5140P101,2867,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
62,INTERCONTINENTAL EXCHANGE IN,COM,45866F104,28813,112568,SH,,OTR,2,0,112568,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
63,ISHARES TR,RUSSELL 2000 ETF,464287655,57490,500000,SH,,OTR,1,0,500000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
64,ITRON INC,COM,465741106,32767,760259,SH,,SOLE,,760259,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
65,JONES ENERGY INC,COM CL A,48019R108,5629,1366235,SH,,OTR,1,0,1366235,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
66,KILROY RLTY CORP,COM,49427F108,6163,92963,SH,,OTR,2,0,92963,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
67,KOSMOS ENERGY LTD,SHS,G5315B107,526211,96552512,SH,,OTR,3,0,96552512,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
68,KRAFT HEINZ CO,COM,500754106,30962,349927,SH,,OTR,2,0,349927,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
69,LA QUINTA HLDGS INC,COM,50420D108,400973,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
70,LOWES COS INC,COM,548661107,10236,129287,SH,,OTR,2,0,129287,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
71,MACERICH CO,COM,554382101,20863,244324,SH,,OTR,2,0,244324,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
72,MACYS INC,COM,55616P104,27230,810167,SH,,OTR,2,0,810167,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
73,MICHAELS COS INC,COM,59408Q106,1589612,55893531,SH,,OTR,3,0,55893531,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
74,MICROSOFT CORP,COM,594918104,55254,1079821,SH,,OTR,2,0,1079821,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
75,NANTHEALTH INC,COM,630104107,7463,597037,SH,,OTR,3,0,597037,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
76,NEWELL BRANDS INC,COM,651229106,25509,525200,SH,,OTR,2,0,525200,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
77,NORTHERN OIL & GAS INC NEV,COM,665531109,8796,1903856,SH,,OTR,1,0,1903856,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
78,NXP SEMICONDUCTORS N V,SHS,N6596X109,868922,11091679,SH,,OTR,3,0,11091679,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
79,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,16977,2411556,SH,,OTR,3,0,2411556,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
80,PARAMOUNT GROUP INC,COM,69924R108,47841,3001296,SH,,SOLE,,3001296,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
81,PENNSYLVANIA RL ESTATE INVT,SH BEN INT,709102107,3317,154638,SH,,OTR,2,0,154638,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
82,PERFORMANCE FOOD GROUP CO,COM,71377A103,1254437,46616000,SH,,OTR,3,0,46616000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
83,PFIZER INC,COM,717081103,25016,710490,SH,,OTR,2,0,710490,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
84,PULTE GROUP INC,COM,745867101,53720,2756298,SH,,OTR,2,0,2756298,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
85,RANGE RES CORP,COM,75281A109,25309,586677,SH,,OTR,2,0,586677,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
86,REALOGY HLDGS CORP,COM,75605Y106,9487,326917,SH,,OTR,2,0,326917,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
87,SCRIPPS E W CO OHIO,CL A NEW,811054402,8156,514921,SH,,SOLE,,514921,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
88,SEAWORLD ENTMT INC,COM,81282V100,279465,19502063,SH,,OTR,3,0,19502063,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
89,SHIRE PLC,SPONSORED ADR,82481R106,24632,133809,SH,,OTR,2,0,133809,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
90,SINCLAIR BROADCAST GROUP INC,CL A,829226109,3619,121208,SH,,OTR,2,0,121208,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
91,SIX FLAGS ENTMT CORP NEW,COM,83001A102,19384,334489,SH,,OTR,2,0,334489,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
92,SL GREEN REALTY CORP,COM,78440X101,17568,165004,SH,,OTR,2,0,165004,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
93,SOLARCITY CORP,NOTE 1.625%11/0,83416TAC4,46969,70697000,PRN,,OTR,1,0,70697000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
94,SOLARCITY CORP,NOTE 2.750%11/0,83416TAA8,948,1250000,PRN,,OTR,1,0,1250000,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
95,SPDR S&P 500 ETF TR,TR UNIT,78462F103,4191,20000,SH,Put,SOLE,,20000,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
96,SPDR SERIES TRUST,S&P REGL BKG,78464A698,76608,1995000,SH,Put,SOLE,,1995000,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
97,SYNCHRONY FINL,COM,87165B103,21982,869529,SH,,OTR,2,0,869529,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
98,T MOBILE US INC,COM,872590104,25886,598238,SH,,OTR,2,0,598238,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
99,TAUBMAN CTRS INC,COM,876664103,6677,89982,SH,,OTR,2,0,89982,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
100,TJX COS INC NEW,COM,872540109,25161,325787,SH,,OTR,2,0,325787,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
101,TRIPADVISOR INC,COM,896945201,108153,1682004,SH,,OTR,2,0,1682004,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
102,UNION PACIFIC CORP,COM,907818108,84659,970301,SH,,OTR,2,0,970301,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
103,UNITED RENTALS INC,COM,911363109,48361,720734,SH,,OTR,2,0,720734,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
104,UNIVAR INC,COM,91336L107,7874,416383,SH,,OTR,1,0,416383,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
105,VALEANT PHARMACEUTICALS INTL,COM,91911K102,31016,1540000,SH,Call,SOLE,,1540000,0,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
106,VISA INC,COM CL A,92826C839,67730,913166,SH,,OTR,2,0,913166,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
107,VIVINT SOLAR INC,COM,92854Q106,252843,82359374,SH,,OTR,3,0,82359374,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
108,VORNADO RLTY TR,SH BEN INT,929042109,13142,131262,SH,,OTR,2,0,131262,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
109,WALGREENS BOOTS ALLIANCE INC,COM,931427108,19160,230100,SH,,OTR,2,0,230100,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
110,WHITING PETE CORP NEW,COM,966387102,31804,3434569,SH,,OTR,2,0,3434569,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
111,WMIH CORP,COM,92936P100,153,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
112,ZEBRA TECHNOLOGIES CORP,CL A,989207105,8051,160702,SH,,OTR,2,0,160702,0,cik_number_0001393818,Blackstone Inc,2016-06-30,Form 13F-HR
