,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
62,CHURCHILL CAPITAL CORP V,UNIT 99/99/9999,17144T206,15750,1500000,SH,,OTR,4,0,1500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
63,CLEARWAY ENERGY INC,CL A,18539C105,9621,325600,SH,,OTR,4,0,325600,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
64,CM LIFE SCIENCES INC,*W EXP 09/04/202,18978W117,1433,524764,SH,,OTR,4,0,524764,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
65,CM LIFE SCIENCES INC,COM CL A,18978W109,17388,1575000,SH,,OTR,4,0,1575000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
66,COHN ROBBINS HOLDINGS CORP,*W EXP 08/28/202,G23726113,1440,800000,SH,,OTR,4,0,800000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
67,COHN ROBBINS HOLDINGS CORP,COM CL A,G23726105,24984,2400000,SH,,OTR,4,0,2400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
68,CONSOLIDATED EDISON INC,COM,209115104,36135,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
69,CONSONANCE HFW ACQUISITION C,UNIT 99/99/9999,G2445M129,1047,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
70,CONTEXTLOGIC INC,COM CL A,21077C107,4560,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
71,CONX CORP,*W EXP 10/30/202,212873111,380,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
72,CONX CORP,COM CL A,212873103,10230,1000000,SH,,OTR,4,0,1000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
73,COREPOINT LODGING INC,COM,21872L104,120995,17586537,SH,,OTR,5,0,17586537,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
74,CORNER GROWTH ACQUISITION CO,UNIT 01/01/2027,G2425N121,5225,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
75,COVANTA HLDG CORP,COM,22282E102,1313,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
76,CRESTWOOD EQUITY PARTNERS LP,UNIT LTD PARTNER,226344208,7120,375119,SH,,OTR,6,0,375119,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
77,CROWDSTRIKE HLDGS INC,CL A,22788C105,105910,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
78,CRYOPORT INC,COM PAR $0.001,229050307,29643,675536,SH,,OTR,7,0,576871,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
79,DCP MIDSTREAM LP,COM UT LTD PTN,23311P100,68502,3698789,SH,,OTR,6,0,3698789,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
80,DECARBONIZATION PLUS ACQU CO,*W EXP 10/02/202,242797116,276,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
81,DECARBONIZATION PLUS ACQU CO,COM CL A,242797108,3180,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
82,DELEK LOGISTICS PARTNERS LP,COM UNIT RP INT,24664T103,2139,66842,SH,,OTR,6,0,66842,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
83,DMY TECHNOLOGY GROUP INC II,COM CL A,233277102,1902,108141,SH,,OTR,4,0,108141,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
84,DMY TECHNOLOGY GROUP INC III,UNIT 99/99/9999,233278209,1707,149700,SH,,OTR,4,0,149700,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
85,DPCM CAP INC,*W EXP 10/14/202,23344P119,155,72274,SH,,OTR,4,0,72274,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
86,DRAGONEER GROWTH OPPORTUN CO,*W EXP 08/18/202,G28302118,428,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
87,DRAGONEER GROWTH OPPORTUN CO,COM CL A,G28302100,6635,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
88,DRAGONEER GROWTH OPPTY CORP,SHS CL A,G28314105,2855,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
89,DUNE ACQUISITION CORP,UNIT 10/29/2027,265334201,1025,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
90,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,43079,3303578,SH,,OTR,7,0,3303578,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
91,EMPOWER LTD,*W EXP 11/30/202,G3R39W110,288,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
92,EMPOWER LTD,CL A COM,G3R39W102,7508,750000,SH,,OTR,4,0,750000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
93,ENABLE MIDSTREAM PARTNERS LP,COM UNIT RP IN,292480100,3521,669367,SH,,OTR,6,0,669367,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
94,ENBRIDGE INC,COM,29250N105,441870,13812743,SH,,OTR,6,0,13812743,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
95,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,508675,82309944,SH,,OTR,2,0,82309944,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
96,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,33250,5380200,SH,,OTR,7,0,5380200,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
97,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,283820,45925538,SH,,OTR,6,0,45925538,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
98,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,7139,1924281,SH,,OTR,6,0,1924281,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
99,ENTERPRISE PRODS PARTNERS L,COM,293792107,574998,29351630,SH,,OTR,2,0,29351630,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
100,ENTERPRISE PRODS PARTNERS L,COM,293792107,50826,2594468,SH,,OTR,7,0,2594468,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
101,ENTERPRISE PRODS PARTNERS L,COM,293792107,810136,41354556,SH,,OTR,6,0,41354556,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
102,EQUITRANS MIDSTREAM CORP,COM,294600101,28354,3526587,SH,,OTR,6,0,3526587,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
103,EQUITY RESIDENTIAL,SH BEN INT,29476L107,66607,1123600,SH,,OTR,5,0,1123600,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
104,ESSA PHARMA INC,COM NEW,29668H708,42627,3573053,SH,,OTR,3,0,3573053,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
105,FACEBOOK INC,CL A,30303M102,13658,50000,SH,Call,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
106,FAR PEAK ACQUISITION CORP,UNIT 99/99/9999,G3312L129,10350,1000000,SH,,OTR,4,0,1000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
107,FG NEW AMER ACQUISITION CORP,*W EXP 08/31/202,30259V114,812,560000,SH,,OTR,4,0,560000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
108,FG NEW AMER ACQUISITION CORP,COM,30259V106,11402,1120000,SH,,OTR,4,0,1120000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
109,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,107629,2753370,SH,,OTR,7,0,2753370,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
110,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,1479,37831,SH,,OTR,1,0,37831,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
111,FINTECH ACQUISITION CORP IV,*W EXP 12/31/202,31810N112,548,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
112,FINTECH ACQUISITION CORP IV,CL A,31810N104,8475,750000,SH,,OTR,4,0,750000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
113,FIREEYE INC,CALL/ PUT,31816Q901,412749,17898926,SH,,OTR,7,0,17898926,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
114,FIRSTENERGY CORP,COM,337932107,99285,3243564,SH,,OTR,8,0,3243564,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
115,FIRSTMARK HORIZON ACQUISITIO,*W EXP 09/26/202,33765Y119,581,233333,SH,,OTR,4,0,233333,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
116,FIRSTMARK HORIZON ACQUISITIO,CL A COM,33765Y101,7209,680078,SH,,OTR,4,0,680078,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
117,FOREST ROAD ACQUISITION CORP,UNIT 99/99/9999,34619R201,7350,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
118,FS KKR CAP CORP,COM,302635206,302635,32541,SH,,SOLE,,32541,0,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
119,FS KKR CAP CORP II,COM,35952V303,2313,141013,SH,,SOLE,,141013,0,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
120,GALERA THERAPEUTICS INC,COM,36338D108,17176,1678984,SH,,OTR,3,0,1678984,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
121,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,2851856,223499690,SH,,OTR,2,0,223499690,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
122,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,292050,22887900,SH,,OTR,7,0,22887900,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
123,GDS HLDGS LTD,NOTE 2.000% 6/0,36165LAB4,8058,4255000,PRN,,OTR,4,0,4255000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
124,GENESIS ENERGY L P,UNIT LTD PARTN,371927104,3782,609092,SH,,OTR,6,0,609092,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
125,GORES HOLDINGS VI INC,UNIT 08/24/2027,38286R204,3180,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
126,GRAYBUG VISION INC,COM SHS,38942Q103,56020,1930395,SH,,OTR,3,0,1930395,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
127,GREEN PLAINS PARTNERS LP,COM REP PTR IN,393221106,588,73926,SH,,OTR,6,0,73926,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
128,GRITSTONE ONCOLOGY INC,COM,39868T105,10116,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
129,GS ACQUISITION HLDGS CORP II,*W EXP 06/30/202,36258Q113,1280,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
130,GS ACQUISITION HLDGS CORP II,COM CL A,36258Q105,21800,2000000,SH,,OTR,4,0,2000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
131,HEALTH ASSURN ACQUISITION CO,UNIT 99/99/9999,42226W208,27495,2495000,SH,,OTR,4,0,2495000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
132,HESS MIDSTREAM LP,CL A SHS,428103105,2403,122810,SH,,OTR,6,0,122810,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
133,HIGHLAND TRANSCEND PARTNERS,UNIT 99/99/9999,G44690116,4200,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
134,HOLLY ENERGY PARTNERS LP,COM UT LTD PTN,435763107,4754,334809,SH,,OTR,6,0,334809,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
135,INSU ACQUISITION CORP II,*W EXP 09/01/202,457821114,920,266666,SH,,OTR,4,0,266666,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
136,INTER PIPELINE LTD,COM,45833V109,3855,411421,SH,,OTR,6,0,411421,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
137,INVESCO QQQ TR,UNIT SER 1,46090E103,156431,498600,SH,Put,OTR,4,0,498600,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
138,IQIYI INC,SPONSORED ADS,46267X108,10488,600000,SH,,OTR,4,0,600000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
139,ISHARES TR,RUSSELL 2000 ETF,464287655,176454,900000,SH,Put,OTR,4,0,900000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
140,JAMF HLDG CORP,COM,47074L105,25432,850000,SH,,OTR,4,0,850000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
141,JFROG LTD,ORD SHS,M6191J100,15708,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
142,JOYY INC,ADS REPSTG COM A,46591M109,843,10500,SH,Put,OTR,4,0,10500,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
143,KE HLDGS INC,SPONSORED ADS,482497104,30770,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
144,KEYERA CORP,COM,493271100,3762,210496,SH,,OTR,6,0,210496,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
145,KILROY RLTY CORP,COM,49427F108,201570,3511673,SH,,OTR,5,0,3511673,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
146,KINDER MORGAN INC,COM,49456B101,233466,17078686,SH,,OTR,6,0,17078686,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
147,KINGSWOOD ACQUISITION CORP,UNIT 99/99/9999,496861204,2860,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
148,L&F ACQUISITION CORP,UNIT 99/99/9999,G53702125,4667,450000,SH,,OTR,4,0,450000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
149,LAS VEGAS SANDS CORP,COM,517834107,11920,200000,SH,Call,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
150,LEFTERIS ACQUISITION CORP,*W EXP 10/23/202,52470X117,213,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
151,LEFTERIS ACQUISITION CORP,COM CL A,52470X109,3105,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
152,LGL SYS ACQUISITION CORP,*W EXP 11/12/202,50201G114,223,137500,SH,,OTR,4,0,137500,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
153,LGL SYS ACQUISITION CORP,COM CL A,50201G106,2783,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
154,LIONHEART ACQUISITION CORP I,*W EXP 02/14/202,53625R112,234,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
155,LIONHEART ACQUISITION CORP I,COM CL A,53625R104,4032,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
