,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
15,BLACKSTONE MTG TR INC,COM CL A,09257W100,130509,4431560,SH,,SOLE,,4823431,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
16,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,1431,45286,SH,,OTR,1,0,45286,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
17,BRUNSWICK CORP,COM,117043109,9189,188385,SH,,OTR,2,0,188385,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
18,CARTER INC,COM,146229109,11264,129906,SH,,OTR,2,0,129906,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
19,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,32220,1101169,SH,,OTR,3,0,1101169,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
20,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,80056,2736009,SH,,OTR,1,0,2736009,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
21,CHENIERE ENERGY PTNRS LP HLD,COM REP LLC IN,16411W108,16089,707510,SH,,OTR,1,0,707510,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
22,CIENA CORP,COM NEW,171779309,12791,586755,SH,,OTR,2,0,586755,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
23,CLEAR CHANNEL OUTDOOR HLDGS,CL A,18451C109,18810,3220940,SH,,OTR,1,0,3220940,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
24,COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,3536,96050,SH,,OTR,2,0,96050,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
25,COMSTOCK RES INC,NOTE 7.750% 4/0,205768AM6,1470,2000000,PRN,,OTR,1,0,2000000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
26,COMSTOCK RES INC,NOTE 9.500% 6/1,205768AN4,1470,2000000,PRN,,OTR,1,0,2000000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
27,CVR PARTNERS LP,COM,126633106,90100,17000000,SH,,OTR,1,0,17000000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
28,DDR CORP,COM,23317H102,9358,536916,SH,,OTR,2,0,536916,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
29,EASTMAN KODAK CO,COM NEW,277461406,133128,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
30,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,424,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
31,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,424,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
32,ECLIPSE RES CORP,COM,27890G100,11219,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
33,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,34912,2689702,SH,,SOLE,,2689702,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
34,ENVISION HEALTHCARE HLDGS IN,COM,29413U103,11047,496055,SH,,OTR,2,0,496055,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
35,ENVIVA PARTNERS LP,COM UNIT,29414J107,11113,411761,SH,,OTR,1,0,411761,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
36,ENVIVA PARTNERS LP,COM UNIT,29414J107,17926,664178,SH,,OTR,1,0,664178,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
37,EQUITY RESIDENTIAL,SH BEN INT,29476L107,22865,355430,SH,,OTR,2,0,355430,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
38,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,534451,37637396,SH,,SOLE,,37637396,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
39,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,7915,214449,SH,,OTR,2,0,214449,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
40,FIRST HAWAIIAN INC,COM,32051X108,2829,105306,SH,,OTR,2,0,105306,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
41,GAMING & LEISURE PPTYS INC,COM,36467J108,7090,211955,SH,,OTR,2,0,211955,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
42,GCP APPLIED TECHNOLOGIES INC,COM,36164Y101,2297,81113,SH,,OTR,2,0,81113,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
43,GRACE W R & CO DEL NEW,COM,38388F108,9008,122063,SH,,OTR,2,0,122063,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
44,GRUPO SUPERVIELLE S A,SPONSORED ADR,40054A108,293,19763,SH,,OTR,2,0,19763,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
45,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,159688,6215943,SH,,SOLE,,6215943,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
46,HALCON RES CORP,*W EXP 09/09/202,40537Q118,125,58337,SH,,OTR,1,0,58337,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
47,HALCON RES CORP,COM PAR NEW,40537Q605,2014,214754,SH,,OTR,1,0,214754,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
48,HILTON WORLDWIDE HLDGS INC,COM,43300A104,10382505,452791323,SH,,SOLE,,452791323,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
49,HOME DEPOT INC,COM,437076102,50214,390224,SH,,OTR,2,0,390224,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
50,HORTONWORKS INC,COM,440894103,1806,216230,SH,,OTR,2,0,216230,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
51,HUDSON PAC PPTYS INC,COM,444097109,283547,8626311,SH,,SOLE,,8626311,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
52,HUMANA INC,COM,444859102,8185,46273,SH,,OTR,2,0,46273,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
53,INTELSAT S A,COM,L5140P101,3012,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
54,ITRON INC,COM,465741106,33354,598176,SH,,SOLE,,598176,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
55,JACK IN THE BOX INC,COM,466367109,10181,106115,SH,,OTR,2,0,106115,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
56,JONES ENERGY INC,COM CL A,48019R108,2825,793651,SH,,OTR,1,0,793651,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
57,KILROY RLTY CORP,COM,49427F108,6748,97310,SH,,OTR,2,0,97310,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
58,KOSMOS ENERGY LTD,SHS,G5315B107,618902,96552512,SH,,OTR,3,0,96552512,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
59,LA QUINTA HLDGS INC,COM,50420D108,393235,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
60,MACERICH CO,COM,554382101,14762,182545,SH,,OTR,2,0,182545,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
61,MARRIOTT INTL INC NEW,CL A,571903202,22189,329555,SH,,OTR,2,0,329555,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
62,MATCH GROUP INC,COM,57665R106,4266,239801,SH,,OTR,2,0,239801,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
63,MICHAELS COS INC,COM,59408Q106,1218012,50393531,SH,,OTR,3,0,50393531,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
64,MINDBODY INC,COM CL A,60255W105,350,17818,SH,,SOLE,,17818,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
65,NANTHEALTH INC,COM,630104107,7851,597037,SH,,OTR,3,0,597037,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
66,NEW YORK REIT INC,COM,64976L109,1975,215806,SH,,OTR,2,0,215806,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
67,NEW YORK REIT INC,COM,64976L109,5490,600000,SH,,OTR,1,0,600000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
68,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,21608,2411556,SH,,OTR,3,0,2411556,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
69,PARAMOUNT GROUP INC,COM,69924R108,49191,3001296,SH,,SOLE,,3001296,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
70,PATHEON N V,SHS,N6865W105,1830,61773,SH,,OTR,2,0,61773,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
71,PENNSYLVANIA RL ESTATE INVT,SH BEN INT,709102107,2458,106748,SH,,OTR,2,0,106748,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
72,PERFORMANCE FOOD GROUP CO,COM,71377A103,1156077,46616000,SH,,OTR,3,0,46616000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
73,PULTE GROUP INC,COM,745867101,50645,2527203,SH,,OTR,2,0,2527203,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
74,QUINTILES TRANSNATIO HLDGS I,COM,74876Y101,14803,182615,SH,,OTR,2,0,182615,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
75,RANGE RES CORP,COM,75281A109,6316,163000,SH,,OTR,2,0,163000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
76,REALOGY HLDGS CORP,COM,75605Y106,9638,372699,SH,,OTR,2,0,372699,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
77,RESTORATION HARDWARE HLDGS I,COM,761283100,17728,512663,SH,,OTR,2,0,512663,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
78,SCRIPPS E W CO OHIO,CL A NEW,811054402,9066,570195,SH,,SOLE,,570195,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
79,SEAWORLD ENTMT INC,COM,81282V100,262888,19502063,SH,,OTR,3,0,19502063,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
80,SERVICEMASTER GLOBAL HLDGS I,COM,81761R109,7354,218335,SH,,OTR,2,0,218335,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
81,SIX FLAGS ENTMT CORP NEW,COM,83001A102,28299,527866,SH,,OTR,2,0,527866,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
82,SL GREEN RLTY CORP,COM,78440X101,14734,136300,SH,,OTR,2,0,136300,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
83,SOLARCITY CORP,NOTE 1.625%11/0,83416TAC4,112309,148753000,PRN,,OTR,1,0,148753000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
84,SOLARCITY CORP,NOTE 2.750%11/0,83416TAA8,1013,1250000,PRN,,OTR,1,0,1250000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
85,SPDR S&P 500 ETF TR,TR UNIT,78462F103,8652,40000,SH,Put,SOLE,,40000,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
86,SPDR SERIES TRUST,S&P REGL BKG,78464A698,84329,1995000,SH,Put,SOLE,,1995000,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
87,SQUARE INC,CL A,852234103,14943,1281546,SH,,OTR,2,0,1281546,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
88,STAMPS COM INC,COM NEW,852857200,6043,63942,SH,,OTR,2,0,63942,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
89,SYNCHRONY FINL,COM,87165B103,50335,1797672,SH,,OTR,2,0,1797672,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
90,TAKE-TWO INTERACTIVE SOFTWAR,COM,874054109,13851,307248,SH,,OTR,2,0,307248,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
91,TARGA RES CORP,COM,87612G101,28495,580237,SH,,SOLE,,580237,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
92,TAUBMAN CTRS INC,COM,876664103,4599,61800,SH,,OTR,2,0,61800,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
93,TRAVELPORT WORLDWIDE LTD,SHS,G9019D104,2003,133280,SH,,OTR,2,0,133280,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
94,TRIPADVISOR INC,COM,896945201,52242,826882,SH,,OTR,2,0,826882,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
95,TYLER TECHNOLOGIES INC,COM,902252105,925,5404,SH,,OTR,2,0,5404,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
96,UNION PAC CORP,COM,907818108,63036,646325,SH,,OTR,2,0,646325,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
97,VALEANT PHARMACEUTICALS INTL,COM,91911K102,37807,1540000,SH,Call,SOLE,,1540000,0,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
98,VIVINT SOLAR INC,COM,92854Q106,260256,82359374,SH,,OTR,3,0,82359374,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
99,VORNADO RLTY TR,SH BEN INT,929042109,14655,144801,SH,,OTR,2,0,144801,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
100,WEATHERFORD INTL PLC,ORD SHS,G48833100,1405,250000,SH,Put,OTR,1,0,250000,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
101,WMIH CORP,COM,92936P100,161,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
102,WYNDHAM WORLDWIDE CORP,COM,98310W108,14706,218420,SH,,OTR,2,0,218420,0,cik_number_0001393818,Blackstone Inc,2016-09-30,Form 13F-HR
