,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
13,CVR PARTNERS LP,COM,126633106,101569,16900000,SH,,OTR,1,0,16900000,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
14,EASTMAN KODAK CO,COM NEW,277461406,137566,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
15,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,450,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
16,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,325,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
17,ECLIPSE RES CORP,COM,27890G100,9105,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
18,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,34993,2689702,SH,,SOLE,,2689702,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
19,ENVIVA PARTNERS LP,COM UNIT,29414J107,10040,374637,SH,,OTR,1,0,374637,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
20,ENVIVA PARTNERS LP,COM UNIT,29414J107,17607,656974,SH,,OTR,1,0,656974,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
21,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,461686,28587396,SH,,SOLE,,28587396,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
22,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,108680,5202469,SH,,SOLE,,5202469,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
23,HILTON WORLDWIDE HLDGS INC,COM,43300A104,10814364,397586895,SH,,SOLE,,397586895,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
24,HOSTESS BRANDS INC,CL A,44109J106,23091,1776220,SH,,OTR,1,0,1776220,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
25,HUDSON PAC PPTYS INC,COM,444097109,300023,8626311,SH,,SOLE,,8626311,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
26,INTELSAT S A,COM,L5140P101,2136,800000,SH,,OTR,1,0,800000,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
27,JONES ENERGY INC,COM CL A,48019R108,3968,793651,SH,,OTR,1,0,793651,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
28,KOSMOS ENERGY LTD,SHS,G5315B107,676833,96552512,SH,,OTR,3,0,96552512,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
29,LA QUINTA HLDGS INC,COM,50420D108,499809,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
30,MICHAELS COS INC,COM,59408Q106,785148,38393531,SH,,OTR,3,0,38393531,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
31,NANTHEALTH INC,COM,630104107,5935,597037,SH,,OTR,3,0,597037,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
32,NEW YORK REIT INC,COM,64976L109,23362,2308500,SH,,OTR,1,0,2308500,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
33,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,9164,2411556,SH,,OTR,3,0,2411556,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
34,PARAMOUNT GROUP INC,COM,69924R108,879,55000,SH,,SOLE,,55000,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
35,PERFORMANCE FOOD GROUP CO,COM,71377A103,885305,36887703,SH,,OTR,3,0,36887703,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
36,SANDRIDGE ENERGY INC,COM NEW,80007P869,1805,76658,SH,,OTR,1,0,76658,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
37,SANDRIDGE ENERGY INC,NOTE 10/0,80007PBC2,27574,22048190,PRN,,OTR,1,0,22048190,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
38,SEAWORLD ENTMT INC,COM,81282V100,369174,19502063,SH,,OTR,3,0,19502063,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
39,SOLARCITY CORP,NOTE 1.625%11/0,83416TAC4,113454,133574000,PRN,,OTR,1,0,133574000,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
40,SPDR S&P 500 ETF TR,TR UNIT,78462F103,9890,44245,SH,,SOLE,,44245,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
41,TARGA RES CORP,COM,87612G101,14483,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
42,VALEANT PHARMACEUTICALS INTL,COM,91911K102,22361,1540000,SH,Call,SOLE,,1540000,0,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
43,VIVINT SOLAR INC,COM,92854Q106,210016,82359374,SH,,OTR,3,0,82359374,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
44,WMIH CORP,COM,92936P100,107,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2016-12-31,Form 13F-HR
