,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
16,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,39054,2689702,SH,,SOLE,,2689702,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
17,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,2114,105716,SH,,SOLE,,105716,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
18,FS INVT CORP,COM,302635107,722,85454,SH,,SOLE,,85454,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
19,GOGO INC,COM,38046C109,4151,351502,SH,,OTR,1,0,351502,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
20,GREAT LAKES DREDGE & DOCK CO,COM,390607109,1841,379528,SH,,OTR,1,0,379528,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
21,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,189506,7681629,SH,,SOLE,,7681629,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
22,HILTON GRAND VACATIONS INC,COM,43283X105,2251,58265,SH,,SOLE,,58265,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
23,HILTON WORLDWIDE HLDGS INC,COM,43300A203,2290994,32987669,SH,,SOLE,,32987669,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
24,HOVNANIAN ENTERPRISES INC,CL A,442487203,6015,3116811,SH,,OTR,1,0,3116811,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
25,INVITATION HOMES INC,COM,46187W107,4981762,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
26,JONES ENERGY INC,COM CL A,48019R108,1657,863034,SH,,OTR,1,0,863034,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
27,KOSMOS ENERGY LTD,SHS,G5315B107,422298,53052512,SH,,OTR,2,0,53052512,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
28,LA QUINTA HLDGS INC,COM,50420D108,615529,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
29,MEDICAL PPTYS TRUST INC,COM,58463J304,1564,119100,SH,Put,SOLE,,119100,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
30,MICHAELS COS INC,COM,59408Q106,437849,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
31,NANTHEALTH INC,COM,630104107,2460,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
32,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,12661,2411556,SH,,SOLE,,2411556,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
33,PARK HOTELS RESORTS INC,COM,700517105,479202,17387587,SH,,SOLE,,17387587,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
34,SANCHEZ ENERGY CORP,COM,79970Y105,9423,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
35,SANDRIDGE ENERGY INC,COM NEW,80007P869,3475,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
36,SCORPIO TANKERS INC,SHS,Y7542C106,14310,4172009,SH,,OTR,1,0,4172009,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
37,SOCIAL CAP HEDOSOPHIA HLDGS,UNIT 99/99/9999,G8250R111,36925,3500000,SH,,SOLE,,3500000,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
38,SPDR SERIES TRUST,S&P REGL BKG,78464A698,22704,400000,SH,Put,SOLE,,400000,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
39,TARGA RES CORP,COM,87612G101,12218,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
40,TPG RE FIN TR INC,COM,87266M107,9507,480900,SH,,SOLE,,480900,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
41,TRANSPORTADORA DE GAS SUR,SPON ADR B,893870204,6429,316550,SH,,SOLE,,316550,0,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
42,VIVINT SOLAR INC,COM,92854Q106,280022,82359374,SH,,OTR,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
43,WARRIOR MET COAL INC,COM,93627C101,139564,5921276,SH,,OTR,1,0,5921276,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
44,WMIH CORP,COM,92936P100,65,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2017-09-30,Form 13F-HR
