,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
17,ECLIPSE RES CORP,COM,27890G100,4058,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
18,ELANCO ANIMAL HEALTH INC,COM,28414H103,4362,125000,SH,,SOLE,,125000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
19,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,33936,3005829,SH,,SOLE,,3005829,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
20,ENVIVA PARTNERS LP,COM UNIT,29414J107,5217,164057,SH,,OTR,1,0,164057,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
21,EVERQUOTE INC,COM CL A,30041R108,1486,100000,SH,,SOLE,,100000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
22,EVO PMTS INC,CL A COM,26927E104,7600,317972,SH,,SOLE,,317972,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
23,FGL HLDGS,ORD SHS,G3402M102,332304,37128906,SH,,SOLE,,37128906,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
24,FGL HLDGS,W EXP 11/30/202,G3402M110,8675,6250000,SH,,SOLE,,6250000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
25,FGL HLDGS,ORD SHS,G3402M102,54935,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
26,FIRST HAWAIIAN INC,COM,32051X108,4943,182000,SH,Put,SOLE,,182000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
27,FIRST HAWAIIAN INC,COM,32051X108,489,18000,SH,,SOLE,,18000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
28,FS INVT CORP,COM,302635107,665,94345,SH,,SOLE,,94345,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
29,GATES INDUSTRIAL CORPRATIN P,COM,G39108108,4311401,221097482,SH,,OTR,2,0,221097482,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
30,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,446314,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
31,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,446314,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
32,HOVNANIAN ENTERPRISES INC,CL A,442487203,9787,6116811,SH,,OTR,1,0,6116811,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
33,INTERNATIONAL FLAVORS&FRAGRA,COM,459506101,6956,50000,SH,,SOLE,,50000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
34,INVITATION HOMES INC,COM,46187W107,5038948,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
35,KOSMOS ENERGY LTD,SHS,G5315B107,465227,49756941,SH,,OTR,2,0,49756941,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
36,LEGACY RESERVES LP/ LEGACY F,NOTE 8.000% 9/2,52471TAF4,17880,20004000,PRN,,OTR,1,0,20004000,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
37,LEGACY RESVS INC,COM,524706108,485,100020,SH,,OTR,1,0,100020,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
38,MICHAELS COS INC,COM,59408Q106,330987,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
39,NANTHEALTH INC,COM,630104107,937,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
40,NLIGHT INC,COM,65487K100,888,40000,SH,,SOLE,,40000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
41,ONE MADISON CORP,UNIT 99/99/9999,G6772P118,41400,4000000,SH,,SOLE,,4000000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
42,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,13047,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
43,PLURALSIGHT INC,COM CL A,72941B106,11200,350000,SH,,SOLE,,350000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
44,PROPETRO HLDG CORP,COM,74347M108,1236,75000,SH,,SOLE,,75000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
45,SANCHEZ ENERGY CORP,COM,79970Y105,4497,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
46,SANDRIDGE ENERGY INC,COM NEW,80007P869,1880,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
47,SPDR S&P 500 ETF TR,TR UNIT,78462F103,52942,182105,SH,,SOLE,,182105,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
48,SPDR S&P 500 ETF TR,TR UNIT,78462F103,96868,333200,SH,Put,SOLE,,333200,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
49,STARS GROUP INC,COM,85570W100,607739,24407188,SH,,OTR,1,0,24407188,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
50,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,11183,236175,SH,,OTR,1,0,236175,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
51,SUN CMNTYS INC,COM,866674104,2031,20000,SH,,SOLE,,20000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
52,SVMK INC,COM,78489X103,801,50000,SH,,SOLE,,50000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
53,TARGA RES CORP,COM,87612G101,14545,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
54,TARGA RES CORP,COM,87612G101,14545,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
55,TILLYS INC,CL A,886885102,2843,150000,SH,,SOLE,,150000,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
56,TPG RE FIN TR INC,COM,87266M107,5287,264094,SH,,SOLE,,264094,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
57,US XPRESS ENTERPRISES INC,COM CL A,90338N202,14119,1023109,SH,,SOLE,,1023109,0,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
58,VIVINT SOLAR INC,COM,92854Q106,428269,82359374,SH,,OTR,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
59,WMIH CORP,COM,92936P100,96,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2018-09-30,Form 13F-HR
