,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
21,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,317536,19920716,SH,,SOLE,,19920716,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
22,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,199261,7681629,SH,,SOLE,,7681629,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
23,HILTON GRAND VACATIONS INC,COM,43283X105,430149,15008689,SH,,SOLE,,15008689,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
24,HILTON WORLDWIDE HLDGS INC,COM,43300A203,2924693,50028965,SH,,SOLE,,50028965,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
25,HRG GROUP INC,COM,40434J100,24157,1250346,SH,,SOLE,,1250346,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
26,INTELSAT S A,COM,L5140P101,1886,454354,SH,,OTR,1,0,454354,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
27,INVITATION HOMES INC,COM,46187W107,4801407,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
28,JONES ENERGY INC,COM CL A,48019R108,2201,863034,SH,,OTR,1,0,863034,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
29,KOSMOS ENERGY LTD,SHS,G5315B107,553130,83052512,SH,,OTR,3,0,83052512,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
30,LA QUINTA HLDGS INC,COM,50420D108,475540,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
31,MICHAELS COS INC,COM,59408Q106,456611,20393531,SH,,OTR,3,0,20393531,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
32,NANTHEALTH INC,COM,630104107,2961,597037,SH,,OTR,3,0,597037,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
33,NEW YORK REIT INC,COM,64976L109,22369,2308500,SH,,OTR,1,0,2308500,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
34,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,12468,2411556,SH,,OTR,3,0,2411556,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
35,PARAMOUNT GROUP INC,COM,69924R108,892,55000,SH,,OTR,,55000,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
36,PARK HOTELS RESORTS INC,COM,700517105,831389,32387587,SH,,SOLE,,32387587,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
37,PERFORMANCE FOOD GROUP CO,COM,71377A103,333824,14026205,SH,,OTR,3,0,14026205,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
38,RENT A CTR INC NEW,COM,76009N100,10560,1190577,SH,,SOLE,,1190577,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
39,SANCHEZ ENERGY CORP,COM,79970Y105,18651,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
40,SANDRIDGE ENERGY INC,COM NEW,80007P869,3199,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
41,SEAWORLD ENTMT INC,COM,81282V100,356303,19502063,SH,,OTR,3,0,19502063,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
42,SENSEONICS HLDGS INC,COM,81727U105,614,342935,SH,,OTR,,342935,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
43,SPDR SERIES TRUST,S&P REGL BKG,78464A698,54610,1000000,SH,Put,SOLE,,1000000,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
44,TARGA RES CORP,COM,87612G101,15472,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
45,VIVINT SOLAR INC,COM,92854Q106,230606,82359374,SH,,OTR,3,0,82359374,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
46,WMIH CORP,COM,92936P100,100,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2017-03-31,Form 13F-HR
