,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
71,ONEOK INC NEW,COM,682680103,326166,6102264,SH,,OTR,3,0,6102264,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
72,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,6367,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
73,PARK HOTELS RESORTS INC,COM,700517105,16031,557587,SH,,SOLE,,557587,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
74,PBF LOGISTICS LP,UNIT LTD PTNR,69318Q104,27221,1299326,SH,,OTR,3,0,1299326,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
75,PLAINS ALL AMERN PIPELINE L,UNIT LTD PARTN,726503105,368150,17836735,SH,,OTR,3,0,17836735,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
76,PLAINS GP HLDGS L P,LTD PARTNR INT A,72651A207,659,30000,SH,,OTR,3,0,30000,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
77,PORTER BANCORP INC,COM,736233206,267,18642,SH,,SOLE,,18642,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
78,RICE MIDSTREAM PARTNERS LP,UNIT LTD PARTN,762819100,133863,6234897,SH,,OTR,3,0,6234897,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
79,SANCHEZ ENERGY CORP,COM,79970Y105,10381,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
80,SANDRIDGE ENERGY INC,COM NEW,80007P869,3645,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
81,SEMGROUP CORP,CL A,81663A105,205098,6791339,SH,,OTR,3,0,6791339,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
82,SHELL MIDSTREAM PARTNERS L P,UNIT LTD INT,822634101,127218,4266213,SH,,OTR,3,0,4266213,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
83,SOCIAL CAP HEDOSOPHIA HLDGS,CL A,G8250R103,94,9321,SH,,SOLE,,9321,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
84,SOCIAL CAP HEDOSOPHIA HLDGS,UNIT 99/99/9999,G8250R111,33263,3137998,SH,,SOLE,,3137998,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
85,SOCIAL CAP HEDOSOPHIA HLDGS,UNIT 99/99/9999,G8250R111,1947,183682,SH,,SOLE,,183682,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
86,SPDR S&P 500 ETF TR,TR UNIT,78462F103,28,105,SH,,SOLE,,105,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
87,SPECTRA ENERGY PARTNERS LP,COM,84756N109,79636,2014067,SH,,OTR,3,0,2014067,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
88,SUMMIT MIDSTREAM PARTNERS LP,COM UNIT LTD,866142102,62242,3036198,SH,,OTR,3,0,3036198,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
89,SUNOCO LP,COM U REP LP,86765K109,36111,1271519,SH,,OTR,3,0,1271519,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
90,TALLGRASS ENERGY GP LP,SHS CL A,874696107,106134,4123328,SH,,OTR,3,0,4123328,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
91,TALLGRASS ENERGY PARTNERS LP,COM UNIT,874697105,84465,1842206,SH,,OTR,3,0,1842206,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
92,TARGA RES CORP,COM,87612G101,12507,258302,SH,,SOLE,,0,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
93,TARGA RES CORP,COM,87612G101,304010,6278598,SH,,OTR,3,0,6278598,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
94,TPG RE FIN TR INC,COM,87266M107,9161,480900,SH,,SOLE,,480900,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
95,TRANSCANADA CORP,COM,89353D107,108613,2232990,SH,,OTR,3,0,2232990,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
96,TRANSPORTADORA DE GAS SUR,SPON ADR B,893870204,7037,316550,SH,,SOLE,,316550,0,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
97,USA COMPRESSION PARTNERS LP,COMUNIT LTDPAR,90290N109,37703,2279529,SH,,OTR,3,0,2279529,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
98,VIVINT SOLAR INC,COM,92854Q106,333555,82359374,SH,,OTR,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
99,WARRIOR MET COAL INC,COM,93627C101,148920,5921276,SH,,OTR,1,0,5921276,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
100,WESTERN GAS PARTNERS LP,COM UNIT LP IN,958254104,32940,684963,SH,,OTR,3,0,684963,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
101,WESTLAKE CHEM PARTNERS LP,COM UNIT RP LP,960417103,78356,3140504,SH,,OTR,3,0,3140504,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
102,WILLIAMS COS INC DEL,COM,969457100,325656,10680740,SH,,OTR,3,0,10680740,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
103,WILLIAMS PARTNERS L P NEW,COM UNIT LTD PAR,96949L105,692203,17849496,SH,,OTR,3,0,17849496,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
104,WMIH CORP,COM,92936P100,59,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2017-12-31,Form 13F-HR
