,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
64,RANPAK HLDGS CORP,*W EXP 06/03/202,75321W111,1900,2000000,SH,,OTR,4,0,2000000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
65,RANPAK HLDGS CORP,COM CL A,75321W103,21534,3440000,SH,,OTR,4,0,3440000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
66,SANDRIDGE ENERGY INC,COM NEW,80007P869,156,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
67,SCVX CORP,UNIT 99/99/9999,G79448109,2493,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
68,SIENTRA INC,COM,82621J105,5434,2730765,SH,,OTR,3,0,2730765,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
69,SPDR S&P 500 ETF TR,TR UNIT,78462F103,12888,50000,SH,Call,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
70,SPDR S&P 500 ETF TR,TR UNIT,78462F103,101811,395000,SH,Put,OTR,4,0,395000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
71,SPROUT SOCIAL INC,COM CL A,85209W109,2474,155042,SH,,OTR,4,0,155042,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
72,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,10358,258888,SH,,OTR,1,0,258888,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
73,TALLGRASS ENERGY LP,CLASS A SHS,874696107,389320,23652463,SH,,OTR,,0,23652463,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
74,TALOS ENERGY INC,COM,87484T108,1517,263800,SH,,OTR,1,0,263800,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
75,TARGA RES CORP,COM,87612G101,1785,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
76,TEMPUR SEALY INTL INC,COM,88023U101,2186,50000,SH,Put,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
77,TEMPUR SEALY INTL INC,COM,88023U101,1530,35000,SH,,OTR,4,0,35000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
78,THUNDER BRDG ACQUISTION II L,UNIT 99/99/9999,G8857S124,7133,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
79,VANGUARD INDEX FDS,REAL ESTATE ETF,922908553,34925,500000,SH,Put,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
80,VELOCITY FINL INC,COM,92262D101,1616,214600,SH,,OTR,4,0,214600,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
81,VIVINT SMART HOME INC,COM CL A,928542109,1350964,107732396,SH,,OTR,2,0,107732396,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
82,VIVINT SOLAR INC,COM,92854Q106,304237,69619557,SH,,OTR,2,0,69619557,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
83,VORNADO RLTY TR,SH BEN INT,929042109,150106,4741968,SH,,OTR,5,0,4145418,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
84,WASTE MGMT INC DEL,COM,94106L109,9256,100000,SH,Put,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
85,XERIS PHARMACEUTICALS INC,COM,98422L107,762,390975,SH,,OTR,4,0,390975,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
