,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
51,NATIONAL VISION HLDGS INC,COM,63845R107,628,26117,SH,,OTR,4,0,26117,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
52,OPORTUN FINL CORP,COM,68376D104,3001,185000,SH,,OTR,4,0,185000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
53,ORCHID IS CAP INC,COM,68571X103,1358,236118,SH,,OTR,4,0,236118,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
54,OWENS & MINOR INC NEW,COM,690732102,10219,1758859,SH,,OTR,1,0,1758859,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
55,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,12444,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
56,PALOMAR HLDGS INC,COM,69753M105,7292,185000,SH,,OTR,4,0,185000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
57,PELOTON INTERACTIVE INC,CL A COM,70614W100,10040,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
58,PING IDENTITY HLDG CORP,COM,72341T103,2760,160000,SH,,OTR,4,0,160000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
59,POST HLDGS INC,COM,737446104,9067,85669,SH,,OTR,4,0,85669,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
60,RANPAK HLDGS CORP,COM CL A,75321W103,24240,4000000,SH,,OTR,4,0,4000000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
61,RANPAK HLDGS CORP,*W EXP 06/03/202,75321W111,1500,2000000,SH,,OTR,4,0,2000000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
62,REDWOOD TR INC,COM,758075402,5163,314602,SH,,OTR,4,0,314602,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
63,SANDRIDGE ENERGY INC,COM NEW,80007P869,813,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
64,SIENTRA INC,COM,82621J105,17695,2730765,SH,,OTR,3,0,2730765,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
65,SMILEDIRECTCLUB INC,CL A COM,83192H106,5552,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
66,SPDR S&P 500 ETF TR,TR UNIT,78462F103,85588,288400,SH,Put,OTR,4,0,288400,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
67,SQUARE INC,CL A,852234103,12503,214500,SH,Put,OTR,4,0,214500,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
68,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,14233,307275,SH,,OTR,1,0,307275,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
69,STARS GROUP INC,COM,85570W100,241693,16134410,SH,,OTR,1,0,16134410,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
70,TALLGRASS ENERGY LP,CLASS A SHS,874696107,476361,23652463,SH,,OTR,,0,23652463,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
71,TARGA RES CORP,COM,87612G101,18173,452402,SH,,SOLE,,452402,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
72,THUNDER BRDG ACQUISTION II L,UNIT 99/99/9999,G8857S124,7126,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
73,VBI VACCINES INC,COM NEW,91822J103,879,1866495,SH,,OTR,3,0,1866495,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
74,VICI PPTYS INC,COM,925652109,16988,750000,SH,,OTR,4,0,750000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
75,VIVINT SOLAR INC,COM,92854Q106,486310,74359374,SH,,OTR,2,0,74359374,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
76,WRIGHT MED GROUP N V,ORD SHS,N96617118,17990,872000,SH,,OTR,4,0,872000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
