,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
16,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,286195,6869778,SH,,OTR,1,0,6869778,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
17,EV ENERGY PARTNERS LP,COM UNITS,26926V107,1651,41663,SH,,SOLE,,41663,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
18,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,1290280,55711592,SH,,SOLE,,55711592,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
19,FELCOR LODGING TR INC,COM,31430F101,8594,817693,SH,,OTR,1,0,817693,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
20,FREESCALE SEMICONDUCTOR LTD,SHS,G3727Q101,4609217,196136895,SH,,OTR,,0,196136895,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
21,HEALTHSOUTH CORP,COM NEW,421924309,1017,28345,SH,,OTR,1,0,28345,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
22,HILTON WORLDWIDE HLDGS INC,COM,43300A104,15095952,648992744,SH,,SOLE,,648992744,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
23,HYPERION THERAPEUTICS INC,COM,44915N101,9,342,SH,,SOLE,,342,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
24,INTELSAT S A,COM,L5140P101,20939,1111433,SH,,SOLE,,1111433,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
25,ISTAR FINL INC,COM,45031U101,49781,3323168,SH,,OTR,1,0,3323168,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
26,ISTAR FINL INC,COM,45031U101,8988,600000,SH,Call,OTR,1,0,600000,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
27,KOSMOS ENERGY LTD,SHS,G5315B107,1258883,112100012,SH,,SOLE,,112100012,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
28,LA QUINTA HLDGS INC,COM,50420D108,1570161,82035576,SH,,SOLE,,82035576,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
29,LAREDO PETROLEUM INC,COM,516806106,248,8000,SH,,SOLE,,8000,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
30,NIELSEN N V,COM,N63218106,836372,17276849,SH,,SOLE,,17276849,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
31,OCEAN RIG UDW INC,SHS,Y64354205,24147,1275619,SH,,OTR,1,0,1275619,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
32,ORBITZ WORLDWIDE INC,COM,68557K109,30029,3374052,SH,,SOLE,,3374052,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
33,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,14903,2411556,SH,,SOLE,,2411556,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
34,PBF ENERGY INC,CL A,69318G106,85573,3210988,SH,,SOLE,,3210988,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
35,PENNEY J C INC,COM,708160106,13575,1500000,SH,Put,OTR,1,0,1500000,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
36,PINNACLE ENTMT INC,COM,723456109,9723,386142,SH,,OTR,1,0,386142,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
37,PINNACLE FOODS INC,COM,72348P104,1973149,59974145,SH,,SOLE,,59974145,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
38,POLYPORE INTL INC,COM,73179V103,2962,62062,SH,,SOLE,,62062,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
39,RADIOSHACK CORP,COM,750438103,694,700000,SH,,OTR,1,0,700000,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
40,RADIOSHACK CORP,COM,750438103,997,1006000,SH,Put,OTR,1,0,1006000,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
41,RETAILMENOT INC,COM SER 1,76132B106,57,2137,SH,,SOLE,,2137,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
42,SARATOGA RES INC TEX,COM,803521103,8448,4800000,SH,,OTR,1,0,4800000,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
43,SEARS HLDGS CORP,COM,812350106,25060,627138,SH,,OTR,1,0,627138,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
44,SEAWORLD ENTMT INC,COM,81282V100,573561,20245708,SH,,SOLE,,20245708,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
45,SPDR SERIES TRUST,S&P REGL BKG,78464A698,62209,2234600,SH,Put,SOLE,,2234600,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
46,TRANSDIGM GROUP INC,COM,893641100,83,494,SH,,SOLE,,494,0,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
47,YPF SOCIEDAD ANONIMA,SPON ADR CL D,984245100,82114,2512681,SH,,OTR,1,0,2512681,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
48,YPF SOCIEDAD ANONIMA,SPON ADR CL D,984245100,28765,880200,SH,Call,OTR,1,0,880200,0,cik_number_0001393818,Blackstone Inc,2014-06-30,Form 13F-HR-A
