,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
15,CVR PARTNERS LP,COM,126633106,20501,5874085,SH,,OTR,1,0,5874085,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
16,EASTMAN KODAK CO,COM NEW,277461406,80764,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
17,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,52,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
18,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,36,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
19,ECLIPSE RES CORP,COM,27890G100,9753,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
20,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,39431,2689702,SH,,SOLE,,2689702,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
21,ENVIVA PARTNERS LP,COM UNIT,29414J107,17699,643596,SH,,OTR,1,0,643596,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
22,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,2047,105716,SH,,SOLE,,105716,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
23,EXTRACTION OIL AND GAS INC,COM,30227M105,15342,1140637,SH,,OTR,1,0,1140637,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
24,FS INVT CORP,COM,302635107,763611,83455,SH,,SOLE,,83455,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
25,GOGO INC,COM,38046C109,4324,375000,SH,,OTR,1,0,375000,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
26,GRUPO TELEVISA SA,SPON ADR REP ORD,40049J206,168481,6913466,SH,,SOLE,,6913466,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
27,HILTON GRAND VACATIONS INC,COM,43283X105,193234,5358689,SH,,SOLE,,5358689,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
28,HILTON WORLDWIDE HLDGS INC,COM,43300A203,2073766,33528965,SH,,SOLE,,33528965,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
29,INVITATION HOMES INC,COM,46187W107,4757418,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
30,JONES ENERGY INC,COM CL A,48019R108,1381,863034,SH,,OTR,1,0,863034,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
31,KOSMOS ENERGY LTD,SHS,G5315B107,340067,53052512,SH,,OTR,2,0,53052512,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
32,LA QUINTA HLDGS INC,COM,50420D108,519506,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
33,MICHAELS COS INC,COM,59408Q106,377688,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
34,NANTHEALTH INC,COM,630104107,2525,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
35,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,8585,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
36,PARK HOTELS RESORTS INC,COM,700517105,468769,17387587,SH,,SOLE,,17387587,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
37,SANCHEZ ENERGY CORP,COM,79970Y105,14037,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
38,SANDRIDGE ENERGY INC,COM NEW,80007P869,2977,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
39,SPDR SERIES TRUST,S&P REGL BKG,78464A698,21980,400000,SH,Put,SOLE,,400000,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
40,TARGA RES CORP,COM,87612G101,11675,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
41,TRANSPORTADORA DE GAS SUR,SPON ADR B,893870204,5258,316550,SH,,SOLE,,316550,0,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
42,VIVINT SOLAR INC,COM,92854Q106,481802,82359374,SH,,OTR,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
43,WARRIOR MET COAL INC,COM,93627C101,101431,5921272,SH,,OTR,1,0,5921272,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
44,WMIH CORP,COM,92936P100,86,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2017-06-30,Form 13F-HR
