,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
22,CHILDRENS PL INC,COM,168905107,2987,24729,SH,,SOLE,,24729,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
23,CHURCH & DWIGHT INC,COM,171340102,2386,44875,SH,,SOLE,,44875,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
24,CLEAR CHANNEL OUTDOOR HLDGS,CL A,18451C109,1501,349161,SH,,OTR,1,0,349161,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
25,COCA COLA CO,COM,191216100,3667,83618,SH,,SOLE,,83618,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
26,COMSTOCK RES INC,NOTE 7.750% 4/0,205768AM6,1111,1126851,PRN,,OTR,1,0,1126851,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
27,COMSTOCK RES INC,NOTE 9.500% 6/1,205768AN4,2340,2358805,PRN,,OTR,1,0,2358805,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
28,COREPOINT LODGING INC,COM,21872L104,455491,17586537,SH,,SOLE,,17586537,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
29,CORNERSTONE ONDEMAND INC,COM,21925Y103,2313,48770,SH,,SOLE,,48770,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
30,CVR PARTNERS LP,COM,126633106,17516,5307821,SH,,OTR,1,0,5307821,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
31,EASTMAN KODAK CO,COM NEW,277461406,33726,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
32,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,5,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
33,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,6,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
34,ECLIPSE RES CORP,COM,27890G100,5456,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
35,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,31877,2924523,SH,,SOLE,,2924523,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
36,ENERGIZER HLDGS INC NEW,COM,29272W109,2413,38331,SH,,SOLE,,38331,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
37,ENVIVA PARTNERS LP,COM UNIT,29414J107,4774,164057,SH,,OTR,1,0,164057,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
38,EVERQUOTE INC,COM CL A,30041R108,1268,70000,SH,,SOLE,,70000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
39,EVO PMTS INC,CL A COM,26927E104,4311,209488,SH,,SOLE,,18854,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
40,FGL HLDGS,ORD SHS,G3402M102,311512,37128906,SH,,SOLE,,37128906,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
41,FGL HLDGS,*W EXP 11/30/202,G3402M110,7302,6250000,SH,,SOLE,,6250000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
42,FGL HLDGS,ORD SHS,G3402M102,51498,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
43,FIRST HAWAIIAN INC,COM,32051X108,12638,435500,SH,,SOLE,,435500,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
44,FS INVT CORP,COM,302635107,677,92089,SH,,SOLE,,92089,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
45,GAP INC DEL,COM,364760108,2443,75436,SH,,SOLE,,75436,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
46,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,3597256,221097482,SH,,OTR,2,0,221097482,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
47,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,372386,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
48,HILTON GRAND VACATIONS INC,COM,43283X105,1322,38100,SH,,SOLE,,38100,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
49,HILTON WORLDWIDE HLDGS INC,COM,43300A203,10053,126991,SH,,SOLE,,126991,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
50,HOVNANIAN ENTERPRISES INC,CL A,442487203,9970,6116811,SH,,OTR,1,0,6116811,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
51,HUBSPOT INC,COM,443573100,3986,31790,SH,,SOLE,,31790,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
52,I3 VERTICALS INC,COM CL A,46571Y107,913,60000,SH,,SOLE,,5400,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
53,INTERNATIONAL GAME TECHNOLOG,SHS USD,G4863A108,11620,500000,SH,Call,SOLE,,500000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
54,INTERNATIONAL GAME TECHNOLOG,SHS USD,G4863A108,18265,785900,SH,,SOLE,,785900,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
55,INVITATION HOMES INC,COM,46187W107,5071940,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
56,IROBOT CORP,COM,462726100,3160,41706,SH,,SOLE,,41706,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
57,ISHARES TR,RUSSELL 2000 ETF,464287655,57320,350000,SH,Put,SOLE,,350000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
58,ISHARES TR,IBOXX HI YD ETF,464288513,425400,5000000,SH,Put,OTR,1,0,5000000,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
59,KOSMOS ENERGY LTD,SHS,G5315B107,438744,53052512,SH,,OTR,2,0,53052512,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
60,MAGENTA THERAPEUTICS INC,COM,55910K108,236,17500,SH,,SOLE,,17500,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
61,MICHAELS COS INC,COM,59408Q106,390944,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
62,MONOLITHIC PWR SYS INC,COM,609839105,2319,17350,SH,,SOLE,,17350,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
63,NANTHEALTH INC,COM,630104107,1976,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
64,NIKE INC,CL B,654106103,3596,45135,SH,,SOLE,,45135,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
65,ONE MADISON CORP,UNIT 99/99/9999,G6772P118,40400,4000000,SH,,SOLE,,4000000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
66,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,8561,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
67,PARK HOTELS RESORTS INC,COM,700517105,2581,84257,SH,,SOLE,,84257,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
68,PLURALSIGHT INC,COM CL A,72941B106,8557,350000,SH,,SOLE,,350000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
69,PPG INDS INC,COM,693506107,2873,27693,SH,,SOLE,,27693,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
70,PRESTIGE BRANDS HLDGS INC,COM,74112D101,2381,62028,SH,,SOLE,,62028,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
71,RALPH LAUREN CORP,CL A,751212101,3358,26707,SH,,SOLE,,26707,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
72,SABRE CORP,COM,78573M104,2278,92470,SH,,SOLE,,92470,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
73,SANCHEZ ENERGY CORP,COM,79970Y105,8837,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
74,SANDRIDGE ENERGY INC,COM NEW,80007P869,3069,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
75,SPDR S&P 500 ETF TR,TR UNIT,78462F103,28,105,SH,,SOLE,,105,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
76,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,6988,148775,SH,,OTR,1,0,148775,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
77,TABLEAU SOFTWARE INC,CL A,87336U105,4355,44550,SH,,SOLE,,44550,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
78,TAKE-TWO INTERACTIVE SOFTWAR,COM,874054109,3069,25933,SH,,SOLE,,25933,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
79,TAPESTRY INC,COM,876030107,2832,60634,SH,,SOLE,,60634,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
80,TARGA RES CORP,COM,87612G101,12783,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
81,TPG RE FIN TR INC,COM,87266M107,6811,335203,SH,,SOLE,,335203,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
82,TRICIDA INC,COM,89610F101,299,10000,SH,,SOLE,,10000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
83,TRIPADVISOR INC,COM,896945201,3410,61202,SH,,SOLE,,61202,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
84,US XPRESS ENTERPRISES INC,COM CL A,90338N202,20242,1337000,SH,,SOLE,,1337000,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
85,VIRTU FINL INC,CL A,928254101,3474,130841,SH,,SOLE,,130841,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
86,VIVINT SOLAR INC,COM,92854Q106,407679,82359374,SH,,OTR,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
87,WARRIOR MET COAL INC,COM,93627C101,60787,2204810,SH,,OTR,1,0,2204810,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
88,WAYFAIR INC,CL A,94419L101,7252,61065,SH,,SOLE,,61065,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
89,WMIH CORP,COM,92936P100,92,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
90,WORKDAY INC,CL A,98138H101,5868,48446,SH,,SOLE,,48446,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
91,ZILLOW GROUP INC,CL A,98954M101,4653,77871,SH,,SOLE,,77871,0,0,cik_number_0001393818,Blackstone Inc,2018-06-30,Form 13F-HR
