,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
66,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,7560,164175,SH,,OTR,1,0,164175,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
67,STARS GROUP INC,COM,85570W100,282514,16134410,SH,,OTR,1,0,16134410,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
68,TALLGRASS ENERGY LP,CLASS A SHS,874696107,561798,22346793,SH,,OTR,,0,22346793,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
69,TARGA RES CORP,COM,87612G101,1073,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
70,TPG RE FIN TR INC,COM,87266M107,1709,87217,SH,,SOLE,,87217,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
71,TRINE ACQUISITION CORP,UNIT 03/31/2021,89628U207,5010,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
72,TWO HBRS INVT CORP,COM NEW,90187B408,4059,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
73,UNITED THERAPEUTICS CORP DEL,COM,91307C102,6551,55813,SH,,OTR,4,0,55813,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
74,UNIVAR INC,COM,91336L107,7202,325000,SH,,OTR,4,0,325000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
75,UP FINTECH HLDG LTD,SPONSORED ADS,91531W106,1294,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
76,VBI VACCINES INC,COM NEW,91822J103,5032,2691042,SH,,OTR,3,0,2691042,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
77,VIVINT SOLAR INC,COM,92854Q106,369566,74359374,SH,,OTR,2,0,74359374,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
78,WATFORD HOLDINGS LTD,SHS,G94787101,1605,60000,SH,,OTR,4,0,60000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
